# Instantané Mémoire : nombre d'illustrations POP par notice Mérimée.
# Généré par `python -m merimee_etl.memoire`, jamais à la main.
# Un nombre, pas une image : ces photographies sont sous droits réservés.
reference,images
PA00092714,5
PA00092715,8
PA00092716,7
PA00092717,31
PA00092718,3
PA00092719,4
PA00092720,3
PA00092721,36
PA00092722,3
PA00092723,40
PA00092724,54
PA00092725,254
PA00092727,126
PA00092728,2
PA00092729,112
PA00092730,59
PA00092731,8
PA00092732,14
PA00092733,10
PA00092734,4
PA00092735,15
PA00092736,8
PA00092737,3
PA00092738,5
PA00092739,7
PA00092740,95
PA00092741,2
PA00092742,76
PA00092743,1070
PA00092744,37
PA00092745,13
PA00092746,9
PA00092747,8
PA00092748,7
PA00092749,7
PA00092750,6
PA00092751,165
PA00092752,1
PA00092753,5
PA00092754,4
PA00092755,37
PA00092756,16
PA00092757,13
PA00092758,5
PA00092759,16
PA00092760,9
PA00092761,16
PA00092762,17
PA00092763,3
PA00092764,8
PA00092765,21
PA00092766,12
PA00092767,23
PA00092768,14
PA00092769,5
PA00092770,8
PA00092771,10
PA00092772,3
PA00092773,2
PA00092774,1
PA00092775,2
PA00092776,1
PA00092777,4
PA00092778,3
PA00092779,11
PA00092780,4
PA00092781,3
PA00092782,12
PA00092783,1
PA00092784,1
PA00092785,3
PA00092786,15
PA00092787,24
PA00092788,5
PA00092789,1
PA00092790,9
PA00092791,10
PA00092792,8
PA00092793,2
PA00092794,9
PA00092795,8
PA00092796,5
PA00092797,1
PA00092798,3
PA00092799,5
PA00092800,11
PA00092801,2
PA00092802,26
PA00092803,8
PA00092804,43
PA00092805,1
PA00092806,2
PA00092807,2
PA00092808,11
PA00092809,3
PA00092810,2
PA00092811,13
PA00092812,11
PA00092813,15
PA00092814,10
PA00092815,17
PA00092816,43
PA00092817,11
PA00092818,25
PA00092819,1
PA00092820,9
PA00092821,9
PA00092822,4
PA00092823,26
PA00092824,18
PA00092825,24
PA00092826,9
PA00092827,10
PA00092828,4
PA00092829,55
PA00092830,18
PA00092831,42
PA00092832,36
PA00092833,9
PA00092834,5
PA00092835,29
PA00092836,103
PA00092837,19
PA00092838,4
PA00092839,7
PA00092840,3
PA00092841,7
PA00092842,16
PA00092843,65
PA00092844,10
PA00092845,59
PA00092846,11
PA00092847,16
PA00092848,4
PA00092849,6
PA00092850,43
PA00092851,12
PA00092852,26
PA00092853,40
PA00092854,9
PA00092855,10
PA00092856,3
PA00092857,9
PA00092858,1
PA00092859,1
PA00092860,1
PA00092861,31
PA00092862,10
PA00092863,1
PA00092864,9
PA00092865,11
PA00092866,3
PA00092867,7
PA00092868,21
PA00092869,6
PA00092870,3
PA00092871,1
PA00092872,17
PA00092873,45
PA00092874,18
PA00092875,3
PA00092876,10
PA00092877,31
PA00092878,3
PA00092879,6
PA00092880,24
PA00092881,80
PA00092882,9
PA00092883,5
PA00092884,4
PA00092885,3
PA00092886,52
PA00092887,8
PA00092888,6
PA00092889,7
PA00092890,7
PA00092891,68
PA00092892,7
PA00092893,6
PA00092894,1
PA00092895,6
PA00092896,3
PA00092897,3
PA00092898,14
PA00092899,45
PA00092900,8
PA00092901,1
PA00092902,5
PA00092903,12
PA00092904,1
PA00092905,2
PA00092906,1
PA00092907,84
PA00092908,72
PA00092909,1
PA00092910,8
PA00092911,19
PA00092912,3
PA00092913,23
PA00092914,85
PA00092915,22
PA00092916,6
PA00092917,2
PA00092918,18
PA00092919,17
PA00092920,4
PA00092921,4
PA00092922,73
PA00092923,57
PA00092924,26
PA00092925,23
PA00092926,6
PA00092927,14
PA00092928,2
PA00092929,5
PA00092930,60
PA00092931,1
PA00092932,3
PA00092933,32
PA00092934,3
PA00092935,3
PA00092936,3
PA00092937,5
PA00092938,5
PA00092939,1
PA00092940,3
PA00092941,5
PA00092942,7
PA00092943,3
PA00092944,5
PA00092945,36
PA00092946,18
PA00092948,6
PA00092949,5
PA00092950,13
PA00092951,14
PA00092952,12
PA00092953,7
PA00092954,9
PA00092955,9
PA00092956,13
PA00092957,22
PA00092958,9
PA00092959,11
PA00092960,12
PA00092961,37
PA00092962,22
PA00092963,7
PA00092964,24
PA00092965,100
PA00092966,17
PA00092967,10
PA00092968,7
PA00092969,5
PA00092970,47
PA00092971,3
PA00092972,3
PA00092973,7
PA00092974,26
PA00092975,2
PA00092976,13
PA00092977,17
PA00092978,34
PA00092979,4
PA00092980,7
PA00092981,5
PA00092982,12
PA00092983,18
PA00092984,5
PA00092985,11
PA00092986,34
PA00092987,2
PA00092988,57
PA00092989,1
PA00092990,33
PA00092991,36
PA00092992,5
PA00092993,21
PA00092994,45
PA00092995,13
PA00092996,7
PA00092997,95
PA00092998,39
PA00092999,45
PA00093000,128
PA00093001,64
PA00093002,35
PA00093003,1
PA00093004,6
PA00093005,3
PA00093006,5
PA00093007,56
PA00093008,17
PA00093009,3
PA00093010,48
PA00093011,35
PA00093012,34
PA00093013,23
PA00093014,4
PA00093015,5
PA00093016,4
PA00093017,7
PA00093018,5
PA00093019,11
PA00093020,22
PA00093021,4
PA00093022,15
PA00093023,19
PA00093024,4
PA00093025,17
PA00093026,31
PA00093027,60
PA00093028,59
PA00093029,165
PA00093030,50
PA00093031,26
PA00093032,3
PA00093033,20
PA00093034,2
PA00093035,14
PA00093036,2
PA00093037,19
PA00093038,18
PA00093039,14
PA00093041,40
PA00093042,29
PA00093043,141
PA00093044,28
PA00093045,40
PA00093046,56
PA00093047,7
PA00093048,6
PA00093049,79
PA00093050,26
PA00093051,8
PA00093052,102
PA00093053,13
PA00093054,20
PA00093056,2
PA00093057,7
PA00093058,2
PA00093059,23
PA00093060,3
PA00093061,13
PA00093062,9
PA00093063,8
PA00093064,14
PA00093065,1
PA00093066,2
PA00093067,3
PA00093068,16
PA00093069,19
PA00093070,18
PA00093071,8
PA00093073,13
PA00093074,10
PA00093075,18
PA00093076,5
PA00093077,7
PA00093078,13
PA00093079,28
PA00093081,12
PA00093082,1
PA00093083,14
PA00093084,5
PA00093085,5
PA00093086,11
PA00093087,25
PA00093088,7
PA00093089,3
PA00093090,7
PA00093091,12
PA00093092,119
PA00093093,13
PA00093094,8
PA00093095,42
PA00093096,6
PA00093097,68
PA00093098,47
PA00093099,1
PA00093100,31
PA00093101,5
PA00093102,29
PA00093103,8
PA00093104,98
PA00093105,6
PA00093106,5
PA00093107,58
PA00093108,20
PA00093109,6
PA00093110,8
PA00093111,20
PA00093112,2
PA00093113,47
PA00093114,78
PA00093115,28
PA00093116,134
PA00093117,12
PA00093118,39
PA00093119,6
PA00093120,4
PA00093121,5
PA00093122,20
PA00093123,24
PA00093124,9
PA00093125,55
PA00093126,99
PA00093127,221
PA00093128,4
PA00093129,57
PA00093130,18
PA00093131,9
PA00093132,115
PA00093133,4
PA00093134,19
PA00093135,18
PA00093136,16
PA00093137,42
PA00093138,8
PA00093139,18
PA00093140,1
PA00093141,5
PA00093142,7
PA00093143,24
PA00093144,34
PA00093145,6
PA00093146,12
PA00093147,27
PA00093148,2
PA00093149,3
PA00093150,1
PA00093151,61
PA00093152,20
PA00093153,1
PA00093154,23
PA00093155,67
PA00093156,3
PA00093157,39
PA00093158,12
PA00093159,21
PA00093160,51
PA00093161,3
PA00093162,8
PA00093163,25
PA00093164,3
PA00093165,3
PA00093166,22
PA00093167,9
PA00093168,18
PA00093169,61
PA00093170,7
PA00093171,16
PA00093172,14
PA00093173,8
PA00093174,11
PA00093175,5
PA00093176,8
PA00093177,6
PA00093178,3
PA00093179,11
PA00093180,5
PA00093181,2
PA00093182,10
PA00093183,6
PA00093184,5
PA00093185,22
PA00093186,8
PA00093187,6
PA00093188,324
PA00093189,3
PA00093190,42
PA00093191,6
PA00093192,1
PA00093193,26
PA00093194,6
PA00093195,12
PA00093196,12
PA00093197,8
PA00093198,7
PA00093199,17
PA00093200,11
PA00093201,5
PA00093202,18
PA00093203,3
PA00093204,61
PA00093205,19
PA00093206,5
PA00093208,34
PA00093209,15
PA00093210,1
PA00093211,6
PA00093212,57
PA00093213,13
PA00093214,12
PA00093215,2
PA00093216,4
PA00093217,3
PA00093218,3
PA00093219,3
PA00093220,4
PA00093221,1
PA00093222,9
PA00093223,39
PA00093224,5
PA00093225,16
PA00093226,3
PA00093227,1
PA00093228,12
PA00093229,9
PA00093230,5
PA00093231,21
PA00093232,18
PA00093233,36
PA00093234,15
PA00093235,22
PA00093236,13
PA00093237,27
PA00093238,14
PA00093239,12
PA00093240,1
PA00093241,5
PA00093242,10
PA00093243,14
PA00093244,9
PA00093246,77
PA00093247,7
PA00093248,15
PA00093249,22
PA00093250,6
PA00093251,11
PA00093252,7
PA00093253,10
PA00093254,11
PA00093255,11
PA00093256,29
PA00093257,58
PA00093258,34
PA00093259,47
PA00093260,6
PA00093261,2
PA00093262,2
PA00093263,26
PA00093265,5
PA00093266,22
PA00093267,18
PA00093268,91
PA00093269,20
PA00093270,18
PA00093271,73
PA00093272,146
PA00093273,8
PA00093274,2
PA00093275,9
PA00093276,12
PA00093277,1
PA00093278,4
PA00093279,11
PA00093280,132
PA00093281,6
PA00093282,1
PA00093283,52
PA00093284,28
PA00093285,36
PA00093286,22
PA00093287,6
PA00093288,20
PA00093290,12
PA00093291,5
PA00093292,9
PA00093293,41
PA00093294,90
PA00093295,177
PA00093296,5
PA00093297,6
PA00093298,2
PA00093299,12
PA00093300,337
PA00093301,29
PA00093302,10
PA00093303,30
PA00093304,14
PA00093305,6
PA00093306,16
PA00093307,6
PA00093308,10
PA00093309,86
PA00093310,2
PA00093311,25
PA00093312,26
PA00093313,29
PA00093314,17
PA00093315,45
PA00093316,10
PA00093317,24
PA00093318,9
PA00093319,4
PA00093320,66
PA00093321,50
PA00093322,14
PA00093323,2
PA00093324,7
PA00093326,4
PA00093327,78
PA00093328,7
PA00093329,3
PA00093330,132
PA00093331,38
PA00093332,2
PA00093333,39
PA00093334,17
PA00093335,8
PA00093336,7
PA00093337,19
PA00093338,4
PA00093339,3
PA00093340,15
PA00093341,2
PA00093342,5
PA00093343,59
PA00093344,55
PA00093345,5
PA00093346,8
PA00093347,7
PA00093348,25
PA00093349,31
PA00093350,7
PA00093351,12
PA00093352,2
PA00093353,2
PA00093354,2
PA00093355,11
PA00093356,2
PA00093357,2
PA00093358,2
PA00093359,3
PA00093360,4
PA00093361,3
PA00093362,9
PA00093363,20
PA00093364,16
PA00093365,28
PA00093366,47
PA00093367,9
PA00093368,8
PA00093369,7
PA00093370,10
PA00093371,13
PA00093372,123
PA00093373,12
PA00093374,2
PA00093375,23
PA00093376,29
PA00093377,2
PA00093378,4
PA00093379,2
PA00093380,19
PA00093381,14
PA00093382,14
PA00093383,14
PA00093384,6
PA00093385,4
PA00093386,7
PA00093387,6
PA00093388,6
PA00093389,5
PA00093390,10
PA00093391,17
PA00093392,20
PA00093393,9
PA00093394,11
PA00093395,17
PA00093396,15
PA00093397,6
PA00093398,9
PA00093399,12
PA00093400,2
PA00093401,18
PA00093402,10
PA00093403,11
PA00093404,6
PA00093405,6
PA00093406,6
PA00093407,3
PA00093408,6
PA00093410,2
PA00093411,17
PA00093412,23
PA00093413,63
PA00093414,10
PA00093415,13
PA00093416,13
PA00093417,28
PA00093418,9
PA00093419,7
PA00093420,12
PA00093421,10
PA00093422,7
PA00093423,40
PA00093425,5
PA00093426,55
PA00093427,3
PA00093428,5
PA00093429,54
PA00093430,40
PA00093431,55
PA00093432,11
PA00093433,71
PA00093434,36
PA00093435,9
PA00093436,2
PA00093437,12
PA00093438,105
PA00093439,60
PA00093440,3
PA00093441,15
PA00093442,18
PA00093443,1
PA00093444,26
PA00093445,7
PA00093446,5
PA00093447,18
PA00093448,22
PA00093449,2
PA00093450,31
PA00093451,22
PA00093452,4
PA00093453,11
PA00093454,26
PA00093455,1
PA00093456,26
PA00093457,2
PA00093458,2
PA00093459,2
PA00093460,4
PA00093461,3
PA00093462,11
PA00093463,2
PA00093464,2
PA00093465,4
PA00093466,6
PA00093467,6
PA00093468,3
PA00093469,1
PA00093470,82
PA00093471,6
PA00093472,4
PA00093473,6
PA00093474,16
PA00093475,26
PA00093476,22
PA00093477,24
PA00093478,9
PA00093479,39
PA00093480,17
PA00093481,1
PA00093482,35
PA00093483,1
PA00093484,1
PA00093485,2
PA00093486,18
PA00093487,7
PA00093488,20
PA00093489,2
PA00093490,3
PA00093491,5
PA00093492,21
PA00093494,297
PA00093495,50
PA00093496,104
PA00093497,15
PA00093498,12
PA00093499,4
PA00093500,6
PA00093501,25
PA00093502,5
PA00093503,3
PA00093504,14
PA00093505,3
PA00093506,17
PA00093507,2
PA00093508,13
PA00093510,18
PA00093511,1
PA00093512,19
PA00093513,7
PA00093514,21
PA00093515,7
PA00093516,28
PA00093517,11
PA00093518,38
PA00093519,79
PA00093520,30
PA00093521,28
PA00093523,1
PA00093524,79
PA00093525,29
PA00093526,20
PA00093527,11
PA00093528,18
PA00093529,15
PA00093530,7
PA00093531,25
PA00093532,1
PA00093533,52
PA00093534,46
PA00093535,9
PA00093536,10
PA00093537,11
PA00093538,27
PA00093539,20
PA00093540,18
PA00093541,61
PA00093542,4
PA00093544,68
PA00093545,13
PA00093546,3
PA00093547,26
PA00093548,12
PA00093549,10
PA00093550,15
PA00093551,58
PA00093552,18
PA00093553,17
PA00093554,33
PA00093555,5
PA00093556,7
PA00093557,21
PA00093558,6
PA00093559,2
PA00093560,3
PA00093561,2
PA00093562,6
PA00093563,29
PA00093564,9
PA00093565,1
PA00093566,6
PA00093567,30
PA00093568,19
PA00093569,49
PA00093571,5
PA00093572,1
PA00093573,8
PA00093574,17
PA00093575,2
PA00093576,9
PA00093577,85
PA00093578,63
PA00093579,8
PA00093580,17
PA00093581,187
PA00093582,68
PA00093583,44
PA00093584,18
PA00093585,4
PA00093586,1
PA00093587,2
PA00093588,6
PA00093589,25
PA00093590,9
PA00093591,10
PA00093592,23
PA00093593,4
PA00093594,10
PA00093596,19
PA00093597,19
PA00093598,59
PA00093599,39
PA00093600,7
PA00093601,39
PA00093602,3
PA00093603,27
PA00093604,33
PA00093605,19
PA00093606,2
PA00093607,5
PA00093608,1
PA00093609,92
PA00093610,5
PA00093611,10
PA00093612,99
PA00093613,2
PA00093614,6
PA00093615,7
PA00093616,9
PA00093617,1
PA00093618,10
PA00093619,2
PA00093620,2
PA00093621,2
PA00093622,52
PA00093623,1
PA00093624,1
PA00093626,1
PA00093628,3
PA00093629,2
PA00093630,3
PA00093631,8
PA00093632,1
PA00093633,2
PA00093637,17
PA00093638,7
PA00093639,7
PA00093641,6
PA00093642,20
PA00093643,7
PA00093644,6
PA00093645,1
PA00093646,8
PA00093647,41
PA00093648,23
PA00093649,3
PA00093650,21
PA00093651,3
PA00093652,32
PA00093653,4
PA00093654,5
PA00093655,4
PA00093656,7
PA00093657,3
PA00093658,5
PA00093659,5
PA00093660,15
PA00093661,4
PA00093662,43
PA00093663,6
PA00093664,16
PA00093665,3
PA00093666,13
PA00093667,46
PA00093668,8
PA00093669,2
PA00093670,7
PA00093671,4
PA00093672,8
PA00093673,11
PA00093674,7
PA00093675,27
PA00093676,8
PA00093677,4
PA00093678,13
PA00093679,3
PA00093680,5
PA00093681,2
PA00093682,6
PA00093683,7
PA00093684,8
PA00093685,8
PA00093686,19
PA00093687,1
PA00093688,12
PA00093689,4
PA00093690,24
PA00093691,6
PA00093692,4
PA00093693,4
PA00093694,18
PA00093695,7
PA00093696,4
PA00093697,4
PA00093698,11
PA00093699,34
PA00093700,40
PA00093701,134
PA00093702,31
PA00093703,7
PA00093704,3
PA00093705,2
PA00093706,11
PA00093707,3
PA00093708,7
PA00093709,5
PA00093710,5
PA00093711,10
PA00093712,8
PA00093713,8
PA00093714,33
PA00093715,4
PA00093716,2
PA00093717,35
PA00093718,31
PA00093719,21
PA00093720,15
PA00093722,9
PA00093723,37
PA00093724,21
PA00093725,34
PA00093726,11
PA00093727,20
PA00093728,11
PA00093729,20
PA00093730,9
PA00093731,7
PA00093732,15
PA00093733,5
PA00093734,11
PA00093735,10
PA00093736,6
PA00093737,6
PA00093738,19
PA00093739,7
PA00093740,13
PA00093741,5
PA00093742,6
PA00093743,11
PA00093744,40
PA00093745,51
PA00093746,12
PA00093747,13
PA00093748,6
PA00093749,23
PA00093750,11
PA00093751,51
PA00093752,5
PA00093753,5
PA00093754,2
PA00093755,19
PA00093756,14
PA00093757,10
PA00093758,5
PA00093759,10
PA00093760,20
PA00093761,16
PA00093762,17
PA00093763,7
PA00093764,11
PA00093766,9
PA00093767,5
PA00093768,10
PA00093769,175
PA00093770,3
PA00093771,10
PA00093772,9
PA00093773,5
PA00093777,8
PA00093778,3
PA00093779,58
PA00093780,4
PA00093781,33
PA00093782,73
PA00093783,1
PA00093784,6
PA00093786,1
PA00093787,33
PA00093788,1
PA00093790,3
PA00093793,85
PA00093794,156
PA00093795,1
PA00093797,1
PA00093799,3
PA00093800,43
PA00093801,8
PA00093802,6
PA00093804,23
PA00093805,2
PA00093807,15
PA00093808,1
PA00093809,4
PA00093812,1
PA00093813,4
PA00093814,1
PA00093815,1
PA00093816,3
PA00093817,23
PA00093818,1
PA00093819,11
PA00093820,8
PA00093821,7
PA00093822,2
PA00093823,3
PA00093824,4
PA00093826,139
PA00093827,24
PA00093828,2
PA00093829,1
PA00093830,2
PA00093831,25
PA00093832,69
PA00093833,69
PA00093834,69
PA00093835,69
PA00093836,69
PA00093837,69
PA00093838,69
PA00093839,69
PA00093840,69
PA00093841,69
PA00093842,69
PA00093843,69
PA00093844,69
PA00093845,69
PA00093846,69
PA00093847,69
PA00093848,69
PA00093849,69
PA00093850,69
PA00093851,69
PA00093852,69
PA00093853,69
PA00093854,69
PA00093855,69
PA00093856,69
PA00093857,69
PA00093858,69
PA00093859,69
PA00093860,69
PA00093861,69
PA00093862,69
PA00093863,69
PA00093864,69
PA00093865,69
PA00093866,69
PA00093867,69
PA00093868,69
PA00093869,69
PA00093870,69
PA00093871,69
PA00093872,69
PA00093873,69
PA00093874,69
PA00093875,69
PA00093876,69
PA00093877,69
PA00093878,69
PA00093879,69
PA00093880,69
PA00093881,69
PA00093882,71
PA00093883,2
PA00093884,16
PA00093885,7
PA00093886,11
PA00093887,2
PA00093888,72
PA00093889,20
PA00093890,2
PA00093891,11
PA00093892,62
PA00093893,42
PA00093894,5
PA00093895,42
PA00093896,24
PA00093897,2
PA00093899,1
PA00093901,2
PA00093902,5
PA00093903,9
PA00093904,2
PA00093905,2
PA00093906,25
PA00093907,93
PA00093908,6
PA00093909,501
PA00093910,12
PA00093911,8
PA00093912,7
PA00093913,1
PA00093914,20
PA00093915,49
PA00093916,23
PA00093917,16
PA00093918,14
PA00093919,32
PA00093920,4
PA00093923,5
PA00093924,6
PA00093925,31
PA00093926,2
PA00093927,1
PA00093928,8
PA00093929,14
PA00093930,25
PA00093933,72
PA00093934,2
PA00093935,2
PA00093936,23
PA00093937,3
PA00093938,12
PA00093939,2
PA00093940,34
PA00093941,7
PA00093943,14
PA00093944,17
PA00093945,12
PA00093946,3
PA00093947,2
PA00093948,1
PA00093949,3
PA00093951,3
PA00093952,30
PA00093955,10
PA00093956,5
PA00093957,25
PA00093958,7
PA00093959,23
PA00093960,3
PA00093961,3
PA00093962,11
PA00093963,4
PA00093964,103
PA00093965,109
PA00093966,9
PA00093967,45
PA00093968,4
PA00093969,119
PA00093970,24
PA00093971,4
PA00093972,39
PA00093973,52
PA00093974,54
PA00093975,6
PA00093976,19
PA00093977,15
PA00093978,1
PA00093979,7
PA00093980,6
PA00093981,4
PA00093982,2
PA00093983,1
PA00093984,2
PA00093985,8
PA00093986,13
PA00093987,12
PA00093988,10
PA00093989,3
PA00093990,81
PA00093991,34
PA00093992,15
PA00093993,92
PA00093994,10
PA00093995,3
PA00093996,46
PA00093997,24
PA00093998,18
PA00093999,1252
PA00094000,8
PA00094001,5
PA00094002,14
PA00094003,9
PA00094004,6
PA00094005,27
PA00094006,38
PA00094007,5
PA00094008,1
PA00094009,66
PA00094010,14
PA00094011,3
PA00094012,4
PA00094013,2
PA00094014,4
PA00094015,113
PA00094016,6
PA00094017,27
PA00094018,27
PA00094019,25
PA00094020,34
PA00094021,117
PA00094022,31
PA00094023,22
PA00094024,25
PA00094025,1
PA00094026,6
PA00094027,29
PA00094028,1
PA00094029,8
PA00094030,12
PA00094031,4
PA00094032,3
PA00094035,13
PA00094036,5
PA00094037,21
PA00094038,11
PA00094039,17
PA00094040,4
PA00094041,6
PA00094042,12
PA00094043,2
PA00094044,2
PA00094045,20
PA00094046,13
PA00094047,17
PA00094048,2
PA00094049,2
PA00094051,3
PA00094052,6
PA00094054,37
PA00094058,2
PA00094059,123
PA00094060,1
PA00094061,3
PA00094062,10
PA00094063,19
PA00094064,13
PA00094065,4
PA00094066,4
PA00094067,19
PA00094068,4
PA00094069,33
PA00094070,7
PA00094071,39
PA00094072,9
PA00094073,2
PA00094074,27
PA00094075,5
PA00094076,2
PA00094077,49
PA00094078,29
PA00094079,11
PA00094080,7
PA00094081,58
PA00094082,31
PA00094083,8
PA00094084,10
PA00094085,3
PA00094086,6
PA00094087,8
PA00094088,12
PA00094089,85
PA00094090,14
PA00094091,8
PA00094092,3
PA00094093,5
PA00094095,24
PA00094096,7
PA00094097,2
PA00094098,4
PA00094099,37
PA00094100,1
PA00094101,6
PA00094102,14
PA00094103,2
PA00094104,3
PA00094105,37
PA00094106,23
PA00094107,15
PA00094108,1004
PA00094109,3
PA00094110,4
PA00094111,20
PA00094112,60
PA00094113,175
PA00094114,6
PA00094115,5
PA00094116,29
PA00094117,1
PA00094118,25
PA00094119,23
PA00094120,4
PA00094121,2
PA00094122,3
PA00094123,11
PA00094124,3
PA00094125,2
PA00094126,11
PA00094127,19
PA00094128,7
PA00094129,3
PA00094130,4
PA00094131,4
PA00094132,3
PA00094133,10
PA00094134,3
PA00094135,7
PA00094136,13
PA00094137,13
PA00094139,28
PA00094140,15
PA00094141,16
PA00094142,47
PA00094143,5
PA00094144,13
PA00094145,2
PA00094146,22
PA00094147,7
PA00094148,8
PA00094149,10
PA00094150,2
PA00094151,3
PA00094152,25
PA00094153,2
PA00094154,6
PA00094155,16
PA00094156,22
PA00094157,10
PA00094158,13
PA00094159,59
PA00094160,14
PA00094161,29
PA00094162,16
PA00094163,6
PA00094164,3
PA00094165,58
PA00094166,9
PA00094167,3
PA00094168,9
PA00094169,2
PA00094170,10
PA00094171,26
PA00094172,1
PA00094173,16
PA00094174,2
PA00094177,2
PA00094178,8
PA00094179,6
PA00094180,1
PA00094181,7
PA00094182,6
PA00094183,8
PA00094184,21
PA00094185,34
PA00094186,28
PA00094187,7
PA00094188,211
PA00094190,11
PA00094191,55
PA00094192,3
PA00094193,17
PA00094194,9
PA00094195,9
PA00094196,3
PA00094197,12
PA00094198,13
PA00094199,8
PA00094201,97
PA00094202,161
PA00094203,23
PA00094204,147
PA00094205,6
PA00094206,41
PA00094207,41
PA00094208,6
PA00094209,2
PA00094210,41
PA00094211,41
PA00094212,41
PA00094213,41
PA00094214,41
PA00094215,41
PA00094216,9
PA00094217,41
PA00094218,41
PA00094219,41
PA00094220,41
PA00094222,1
PA00094223,14
PA00094224,73
PA00094225,5
PA00094226,17
PA00094227,98
PA00094228,45
PA00094229,3
PA00094230,3
PA00094231,2
PA00094232,3
PA00094233,7
PA00094234,1
PA00094235,9
PA00094236,45
PA00094237,46
PA00094238,9
PA00094239,39
PA00094240,48
PA00094241,9
PA00094243,2
PA00094247,3
PA00094248,57
PA00094250,19
PA00094251,22
PA00094252,8
PA00094253,6
PA00094254,5
PA00094255,6
PA00094256,1
PA00094257,5
PA00094258,8
PA00094259,5
PA00094260,8
PA00094261,1
PA00094262,2
PA00094265,1
PA00094266,1
PA00094267,5
PA00094269,1
PA00094271,19
PA00094273,11
PA00094274,3
PA00094279,2
PA00094281,17
PA00094283,19
PA00094284,2
PA00094285,3
PA00094286,3
PA00094287,8
PA00094288,29
PA00094289,85
PA00094290,82
PA00094291,2
PA00094292,6
PA00094293,5
PA00094294,24
PA00094295,10
PA00094296,1
PA00094297,3
PA00094298,6
PA00094299,3
PA00094300,7
PA00094301,6
PA00094302,10
PA00094303,36
PA00094304,1
PA00094305,2
PA00094306,3
PA00094307,10
PA00094308,19
PA00094309,9
PA00094310,6
PA00094311,22
PA00094312,88
PA00094313,11
PA00094314,77
PA00094315,33
PA00094316,5
PA00094317,13
PA00094318,27
PA00094319,10
PA00094323,1
PA00094325,1
PA00094326,54
PA00094327,16
PA00094328,11
PA00094329,21
PA00094330,43
PA00094331,16
PA00094332,4
PA00094333,30
PA00094335,8
PA00094338,12
PA00094340,10
PA00094341,1
PA00094342,3
PA00094344,1
PA00094350,49
PA00094351,5
PA00094354,47
PA00094356,62
PA00094357,1
PA00094359,4
PA00094360,3
PA00094361,25
PA00094362,114
PA00094368,5
PA00094370,21
PA00094375,2
PA00094377,17
PA00094384,2
PA00094385,60
PA00094388,9
PA00094391,47
PA00094393,12
PA00094394,3
PA00094396,63
PA00094397,12
PA00094398,6
PA00094399,34
PA00094401,66
PA00094402,12
PA00094403,21
PA00094405,29
PA00094407,1
PA00094409,2
PA00094412,2
PA00094417,7
PA00094418,15
PA00094419,22
PA00094420,15
PA00094421,1
PA00094422,1
PA00094423,4
PA00094424,10
PA00094425,15
PA00094426,1
PA00094427,7
PA00094428,11
PA00094429,2
PA00094430,15
PA00094431,75
PA00094432,18
PA00094435,5
PA00094436,242
PA00094437,5
PA00094438,9
PA00094439,25
PA00094440,8
PA00094441,1
PA00094445,122
PA00094446,19
PA00094447,743
PA00094448,5
